Event_ID,Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Count,Bytes_Sent,Bytes_Received,Connection_Duration,Request_Count,Response_Time,Login_Attempts,Failed_Login_Count,Successful_Login_Count,Session_Duration,Authentication_Method,Malware_Detected,Firewall_Status,Antivirus_Status,Encryption_Used,Suspicious_URL,Unusual_Port,Multiple_Failed_Logins,Anomaly_Score,Risk_Score,Threat_Type,Attack_Type,Attack_Vector,Severity,Threat_Status,Detection_Method,Device_Type,Operating_System,Browser,Country,Region,Network_Type,Is_Threat,Is_Malicious,Incident_Status
EVT104825,2025-03-25 14:20:11,86.43.69.138,165.225.98.223,25,6667,FTP,1059,92653,30070.0,160.62,189,5.412,11,11,0,5.73,Not_Used,1,Misconfigured,Disabled,1,0,1,1,88.28,69.65,Man-in-the-Middle,Man-in-the-Middle,Web Application,High,Contained,Firewall,Tablet,macOS,Unknown,Germany,Central,Public Network,1,1,Resolved
EVT104820,2025-03-25 12:39:38,192.168.253.225,192.168.168.102,53,8080,HTTPS,137,3163,220.0,31.95,11,1.552,2,1,1,27.96,Token,0,Active,Updated,0,0,0,0,14.69,28.95,None,None,None,Low,N/A,Firewall,Mobile,Windows Server 2019,Safari,Brazil,West,Mobile Data,0,0,Resolved
EVT102265,2025-02-08 14:57:46,192.168.250.106,192.168.94.186,3306,21,SSH,181,4829,7036.0,21.56,8,,2,1,1,34.12,MFA,0,Active,Updated,1,0,0,0,9.2,12.37,None,None,None,Low,N/A,No_Detection,Server,iOS,Firefox,Nigeria,South,Public Network,0,0,False Positive
EVT103234,2025-02-25 19:29:11,192.168.1.162,184.206.169.240,8080,110,HTTP,161,347,3373.0,29.45,9,0.832,2,1,1,16.46,Token,0,Active,Updated,1,0,0,0,21.35,10.88,None,None,None,Low,N/A,Firewall,Tablet,Windows 11,Firefox,Nigeria,North,VPN,0,0,False Positive
EVT105158,2025-03-31 05:16:05,147.83.30.118,192.168.249.153,8080,110,SSH,1238,65245,19577.0,194.41,73,0.739,5,5,0,11.47,Biometric,1,Active,Outdated,0,1,0,1,100.0,74.02,Ransomware,Ransomware,Social Engineering,Critical,Contained,Antivirus,Server,iOS,Firefox,Brazil,East,VPN,1,1,Under Investigation
EVT103344,2025-02-27 15:25:41,192.189.208.232,41.65.206.100,110,22,HTTP,85,2379,3760.0,16.59,29,1.84,1,0,1,17.7,Password,0,Active,Updated,1,0,0,0,25.39,1.79,None,None,None,Low,N/A,No_Detection,Desktop,Windows Server 2019,Chrome,UK,West,Public Network,0,0,Resolved
EVT104869,2025-03-26 07:32:11,192.168.235.23,192.168.125.84,59000,3389,HTTPS,238,5864,11393.0,20.01,24,,0,0,0,18.99,Not_Used,0,Active,Updated,1,0,0,0,40.3,15.56,None,None,None,Low,N/A,Manual Review,Server,Windows 11,Safari,Australia,North,Public Network,0,0,Resolved
EVT102170,2025-02-06 23:57:59,192.168.11.109,20.230.68.41,6717,25,UDP,237,4857,6983.0,43.66,10,1.161,2,2,0,25.28,Token,0,Active,Updated,0,0,0,0,27.76,19.45,None,None,None,Low,N/A,Antivirus,Laptop,Android,Chrome,France,South,VPN,0,0,Resolved
EVT102787,2025-02-18 10:07:44,51.57.134.149,35.208.48.133,51840,3389,UDP,150,8784,8607.0,28.44,18,0.61,3,2,1,15.35,Not_Used,0,Active,Updated,1,0,0,0,16.43,24.8,None,None,None,Low,N/A,IDS/IPS,Mobile,macOS,Unknown,UK,West,VPN,0,0,Resolved
EVT101938,2025-02-03 04:01:00,192.168.219.74,127.18.188.16,16437,3389,TCP,180,6744,8277.0,44.56,25,0.205,2,1,1,33.61,Token,0,Active,Updated,1,0,0,0,18.43,29.22,None,None,None,Low,N/A,Manual Review,IoT Device,Windows 11,Edge,Japan,East,Wi-Fi,0,0,False Positive
EVT101570,2025-01-27 17:46:58,192.168.35.252,192.168.205.35,34338,1337,TCP,725,36074,37346.0,11.53,224,2.439,2,1,1,34.53,Not_Used,1,Active,,1,1,1,0,71.98,78.48,Man-in-the-Middle,Man-in-the-Middle,Network,High,Active,Manual Review,Desktop,Windows 10,Safari,USA,South,Public Network,1,1,Resolved
EVT102374,2025-02-10 13:48:46,154.240.230.222,192.168.93.177,25,31337,UDP,617,52425,4935.0,111.61,155,2.913,8,8,0,1.08,MFA,1,Misconfigured,Disabled,1,1,1,1,94.68,82.15,DDoS,DDoS,Web Application,Critical,Active,IDS/IPS,Laptop,Windows 11,Opera,Australia,South,LAN,1,0,Escalated
EVT101294,2025-01-22 19:29:02,133.162.195.73,192.168.249.216,3306,8080,HTTPS,28,7002,12391.0,11.3,32,1.334,1,0,1,16.39,Biometric,0,Misconfigured,Updated,0,0,0,0,30.98,16.87,None,None,None,Low,N/A,EDR,Server,Android,Opera,Nigeria,Central,LAN,0,0,Resolved
EVT100746,2025-01-13 08:09:25,199.74.20.95,192.168.143.119,22783,53,HTTPS,243,3041,7311.0,20.97,3,0.943,2,1,1,2.6,SSO,0,Inactive,Updated,1,0,0,0,22.66,38.03,None,None,None,Low,N/A,No_Detection,Server,Linux,Unknown,Russia,Central,Mobile Data,0,0,Resolved
EVT103087,2025-02-23 11:33:44,216.41.246.92,69.19.221.28,26708,110,DNS,938,64690,14146.0,2.61,194,4.958,1,0,1,5.72,Password,0,Inactive,Outdated,0,1,0,0,94.23,94.5,Phishing,Phishing,API,Medium,Investigating,SIEM,Mobile,Windows Server 2019,Edge,USA,South,Wi-Fi,1,0,False Positive
EVT102492,2025-02-12 21:58:54,31.44.134.250,192.168.186.221,80,3389,HTTP,150,7387,5137.0,14.07,16,0.651,1,0,1,26.52,Password,0,Active,Outdated,0,0,0,0,22.14,18.73,None,None,None,Low,N/A,No_Detection,Tablet,Windows Server 2019,Safari,China,East,VPN,0,0,Resolved
EVT103527,2025-03-02 13:02:18,192.168.199.73,192.168.33.122,53,53,ICMP,140,3190,4715.0,27.13,4,0.724,3,2,1,17.56,Not_Used,0,Active,,1,0,0,0,18.15,16.22,None,None,None,Low,N/A,Firewall,Tablet,Windows 11,Edge,Australia,South,VPN,0,0,False Positive
EVT103972,2025-03-10 11:17:44,192.168.104.44,83.83.61.37,25,6666,ICMP,234,63569,38541.0,118.28,88,0.606,14,14,0,9.14,Biometric,0,Active,Outdated,0,0,1,1,90.94,93.65,SQL Injection,SQL Injection,Social Engineering,High,Active,Firewall,IoT Device,iOS,Opera,France,South,VPN,1,1,Resolved
EVT103561,2025-03-02 23:32:20,192.168.175.106,192.168.206.78,22,22,DNS,98,8294,11108.0,4.95,28,0.956,1,0,1,17.99,Password,0,Active,Updated,1,0,0,0,31.8,26.62,None,None,None,Low,N/A,Firewall,Mobile,Linux,Chrome,UK,West,Wi-Fi,0,0,Resolved
EVT102496,2025-02-13 01:32:26,192.168.232.84,192.168.90.152,53,8080,HTTP,118,3046,3230.0,38.4,25,1.238,2,1,1,26.66,Password,0,Active,Updated,1,0,0,0,8.94,28.21,None,None,None,Low,N/A,Antivirus,Desktop,Linux,Chrome,USA,South,VPN,0,0,Resolved
EVT102248,2025-02-08 09:01:13,192.168.219.4,192.168.185.44,53,53,HTTP,206,11637,4936.0,47.37,24,0.496,4,3,1,32.31,MFA,0,Active,Updated,1,1,0,0,30.66,16.37,None,None,None,Low,N/A,Firewall,Server,Windows 11,Firefox,France,North,Mobile Data,0,0,Resolved
EVT104876,2025-03-26 10:28:16,192.168.175.230,76.103.36.41,8080,53,ICMP,186,8232,5693.0,2.66,3,0.982,1,0,1,12.8,MFA,0,Active,Updated,1,0,0,0,10.76,19.93,None,None,None,Low,N/A,No_Detection,Laptop,Windows 11,Edge,India,South,Public Network,0,0,Resolved
EVT102132,2025-02-06 07:31:08,219.223.226.43,123.131.254.202,8080,3389,UDP,169,8100,4456.0,33.94,27,1.399,0,0,0,41.07,Biometric,0,Active,Outdated,1,0,0,0,36.37,17.76,None,None,None,Low,N/A,Manual Review,Desktop,Android,Safari,Singapore,Central,Public Network,0,0,False Positive
EVT104149,2025-03-13 19:06:06,4.203.221.145,192.168.151.131,110,443,TCP,270,1480,7518.0,38.05,23,1.061,2,1,1,14.62,Password,0,Active,Outdated,1,0,0,0,32.87,18.44,None,None,None,Low,N/A,Firewall,IoT Device,Windows 10,Edge,Australia,Central,Wi-Fi,0,0,Resolved
EVT103336,2025-02-27 07:42:32,33.47.161.122,130.219.131.181,25,22,SSH,839,62538,26488.0,69.02,38,1.946,4,4,0,4.14,Password,1,Active,Outdated,0,1,0,0,70.74,100.0,Ransomware,Ransomware,Web Application,High,Contained,Manual Review,IoT Device,Windows 10,Safari,Germany,East,Public Network,1,0,Resolved
EVT102560,2025-02-14 05:50:39,192.168.141.76,193.73.238.113,3389,80,UDP,163,6119,6455.0,9.12,4,0.066,2,1,1,29.0,MFA,0,Active,Updated,1,0,0,0,0.0,15.65,None,None,None,Low,N/A,Firewall,Server,macOS,Chrome,USA,North,LAN,0,0,Resolved
EVT103820,2025-03-07 18:40:25,192.168.205.243,192.168.174.156,8080,22,UDP,79,4902,1290.0,21.91,20,0.701,2,1,1,18.08,SSO,0,Active,Updated,1,0,0,0,0.0,29.54,None,None,None,Low,N/A,Firewall,Desktop,Android,Safari,India,Central,Mobile Data,0,0,Resolved
EVT100855,2025-01-15 09:20:25,192.168.88.94,55.214.243.187,8080,443,HTTP,106,3214,2809.0,59.3,30,1.22,1,1,0,10.91,SSO,0,Active,Updated,0,0,0,0,41.5,23.13,None,None,None,Low,N/A,Firewall,Mobile,Windows Server 2019,Firefox,Nigeria,North,VPN,0,0,False Positive
EVT103392,2025-02-28 10:39:29,192.168.109.241,70.252.20.232,80,25,ICMP,179,4639,2586.0,20.65,24,0.484,1,0,1,17.92,SSO,0,Active,Updated,0,0,0,0,30.01,29.54,None,None,None,Low,N/A,No_Detection,Mobile,Linux,Chrome,Germany,North,Wi-Fi,0,0,False Positive
EVT101737,2025-01-30 19:43:14,121.164.217.38,185.93.230.29,110,22,SSH,136,6922,,41.29,14,,3,2,1,33.37,MFA,0,Active,Updated,0,0,0,0,0.0,37.61,None,None,None,Low,N/A,No_Detection,Tablet,Linux,Unknown,Singapore,North,Wi-Fi,0,0,False Positive
EVT100311,2025-01-06 05:28:43,142.84.224.63,11.68.51.203,59586,110,SSH,69,5725,6940.0,40.96,33,1.205,2,1,1,33.85,Password,0,Active,Disabled,1,0,0,0,21.89,18.69,None,None,None,Low,N/A,No_Detection,Laptop,Windows 11,Chrome,Nigeria,Central,VPN,0,0,Resolved
EVT103906,2025-03-09 08:59:41,111.22.198.136,192.168.41.122,110,6666,HTTPS,1469,38161,22228.0,193.53,159,2.946,3,3,0,45.15,Password,0,Inactive,Disabled,0,1,1,0,92.98,81.59,Ransomware,Ransomware,USB Device,High,Active,IDS/IPS,Laptop,Android,Chrome,USA,North,Mobile Data,1,1,Resolved
EVT104515,2025-03-19 22:45:59,192.168.192.62,86.11.80.159,80,21,UDP,103,1414,7018.0,23.81,32,0.726,1,1,0,16.85,Password,0,Inactive,Disabled,0,0,0,0,7.93,10.03,None,None,None,Low,N/A,No_Detection,IoT Device,iOS,Chrome,Japan,West,Public Network,0,0,Resolved
EVT104084,2025-03-12 11:55:25,139.18.234.71,192.168.175.197,53727,3306,ICMP,63,7616,6896.0,21.95,21,2.05,5,4,1,29.38,,0,Misconfigured,Outdated,1,0,0,0,26.14,17.35,None,None,None,Low,N/A,No_Detection,Tablet,Linux,Edge,India,East,VPN,0,0,False Positive
EVT101081,2025-01-19 04:00:12,71.39.226.227,219.226.138.203,110,25,DNS,84,1232,2405.0,22.35,26,0.248,2,2,0,22.37,Password,0,Active,Outdated,0,0,0,0,37.36,6.37,None,None,None,Low,N/A,SIEM,Tablet,Windows 11,Edge,USA,Central,VPN,0,0,Resolved
EVT105061,2025-03-29 08:39:40,19.132.84.102,192.168.141.178,3306,3389,HTTPS,216,5090,2341.0,14.34,34,1.154,3,2,1,3.55,SSO,0,Active,Updated,1,0,0,0,10.8,28.35,None,None,None,Low,N/A,Firewall,Tablet,Android,Unknown,Canada,Central,LAN,0,0,Resolved
EVT101383,2025-01-24 09:10:32,192.168.170.168,94.125.175.245,22,22,SSH,825,56812,4022.0,202.37,200,3.068,8,8,0,19.72,Not_Used,1,Inactive,Outdated,1,0,0,1,81.66,75.29,Malware,Malware,API,Critical,Contained,Antivirus,IoT Device,iOS,Chrome,India,North,LAN,1,1,False Positive
EVT104746,2025-03-23 20:07:55,192.168.57.75,79.247.121.110,25,21,DNS,126,3661,2688.0,22.19,28,1.07,4,3,1,46.4,Token,0,Active,Updated,1,0,0,0,19.96,6.29,None,None,None,Low,N/A,EDR,Server,Windows 11,Firefox,Germany,Central,Mobile Data,0,0,Resolved
EVT100200,2025-01-04 12:49:18,192.168.68.36,192.168.153.216,37118,8080,FTP,169,181,9371.0,41.9,22,0.299,5,4,1,52.41,MFA,0,Active,Updated,1,0,0,0,0.0,22.48,None,None,None,Low,N/A,Firewall,Tablet,macOS,Unknown,Germany,South,Mobile Data,0,0,False Positive
EVT103981,2025-03-10 13:05:54,140.246.53.86,192.168.148.27,3306,8080,ICMP,145,3955,4084.0,58.78,28,1.235,0,0,0,37.53,SSO,0,Active,Outdated,1,1,0,0,8.61,12.25,None,None,None,Low,N/A,Firewall,Laptop,Windows Server 2019,Safari,Germany,East,LAN,0,0,Resolved
EVT100996,2025-01-17 15:15:03,60.4.69.5,192.168.205.147,443,21,HTTP,163,5401,7717.0,26.07,37,0.306,2,1,1,6.19,Password,0,Active,Updated,1,0,0,0,28.08,7.13,None,None,None,Low,N/A,Firewall,Server,Linux,Chrome,,North,Public Network,0,0,Resolved
EVT104599,2025-03-21 04:58:14,58.132.242.161,220.72.44.210,3306,21,UDP,127,613,6819.0,45.5,18,0.85,3,2,1,45.0,Password,0,Active,Updated,1,0,0,0,0.0,37.23,None,None,None,Low,N/A,IDS/IPS,Mobile,iOS,Unknown,China,South,Wi-Fi,0,0,Resolved
EVT100078,2025-01-02 09:15:10,21.9.131.56,141.216.56.199,25,21,HTTPS,172,4898,5711.0,33.88,25,0.3,1,0,1,19.66,Biometric,0,Active,Updated,1,0,0,0,24.42,11.15,None,None,None,Low,N/A,SIEM,Laptop,Windows 10,,Russia,Central,Wi-Fi,0,0,Resolved
EVT105196,2025-03-31 21:36:28,192.168.136.192,178.240.207.82,55604,21,TCP,178,8866,5814.0,35.93,23,1.017,1,0,1,38.47,Token,0,Active,Updated,1,0,0,0,36.63,25.95,None,None,None,Low,N/A,No_Detection,Desktop,Windows 10,Edge,Australia,North,LAN,0,0,Resolved
EVT100628,2025-01-11 10:51:36,192.168.35.2,175.208.240.221,3389,443,SSH,222,2365,4301.0,40.6,26,1.041,1,0,1,13.48,Not_Used,0,Active,Updated,1,0,0,0,37.35,26.75,None,None,None,Low,N/A,Antivirus,IoT Device,iOS,Opera,Nigeria,North,Public Network,0,0,False Positive
EVT104516,2025-03-19 22:46:45,192.168.28.216,104.72.129.84,53,53,HTTP,197,7818,4986.0,32.02,10,0.698,2,1,1,19.47,Not_Used,0,Active,Updated,1,1,0,0,29.14,10.29,None,None,None,Low,N/A,Firewall,Desktop,Android,Opera,Australia,West,VPN,0,0,Resolved
EVT100637,2025-01-11 13:54:38,192.168.153.146,192.168.220.221,443,3306,HTTP,280,5883,7074.0,31.37,26,0.884,2,2,0,28.52,Password,0,Active,Updated,1,0,0,0,9.94,29.42,None,None,None,Low,N/A,Firewall,Mobile,Linux,Unknown,Germany,East,Mobile Data,0,0,Resolved
EVT103631,2025-03-04 07:39:43,192.168.82.172,192.168.23.139,3306,8080,ICMP,127,4923,10372.0,30.14,25,0.806,2,1,1,27.79,MFA,0,Inactive,Updated,0,0,0,0,15.9,24.26,None,None,None,Low,N/A,Firewall,Laptop,Android,Opera,Canada,Central,VPN,0,0,Resolved
EVT101343,2025-01-23 16:41:36,152.156.248.110,192.168.23.11,80,53,ICMP,175,7537,7693.0,23.4,17,0.3,2,1,1,,SSO,0,Active,Outdated,1,0,0,0,26.65,30.57,None,None,None,Low,N/A,SIEM,Laptop,Linux,Chrome,Canada,North,Public Network,0,0,Resolved
EVT103762,2025-03-06 17:08:20,192.168.90.109,192.168.78.194,110,25,DNS,191,2045,5464.0,37.13,7,1.374,1,0,1,17.6,Token,0,Inactive,Updated,1,0,0,0,25.98,11.77,None,None,None,Low,N/A,Antivirus,Desktop,Windows 11,Safari,USA,North,Mobile Data,0,0,Resolved
EVT103124,2025-02-24 00:32:34,169.68.54.31,45.35.126.8,58769,4444,ICMP,1207,78227,11913.0,7.33,135,3.302,10,9,1,1.73,Password,0,Inactive,Updated,0,0,1,1,64.15,76.79,Ransomware,Ransomware,Social Engineering,High,Contained,Antivirus,IoT Device,Linux,Unknown,USA,West,LAN,1,0,False Positive
EVT104378,2025-03-17 09:52:55,220.158.0.40,38.124.39.104,25,1337,FTP,1012,55463,13112.0,137.68,266,1.89,1,0,1,26.01,Password,1,Inactive,Outdated,0,0,1,0,100.0,90.07,Insider Threat,Insider Threat,Email,High,Active,Firewall,Laptop,macOS,Chrome,Germany,East,LAN,1,1,Resolved
EVT101648,2025-01-29 03:36:01,192.168.220.13,17.41.62.171,6347,22,HTTP,196,2512,8028.0,28.04,19,1.5,3,2,1,45.37,MFA,0,Misconfigured,Outdated,1,0,0,0,0.75,28.04,None,None,None,Low,N/A,Firewall,IoT Device,Windows Server 2019,Unknown,France,West,Mobile Data,0,0,Resolved
EVT101781,2025-01-31 14:07:47,3.71.27.190,192.168.38.197,53,21,DNS,78,7559,5993.0,23.12,8,0.636,2,1,1,40.45,MFA,0,Active,Updated,1,0,0,0,29.54,15.99,None,None,None,Low,N/A,Firewall,Mobile,iOS,Unknown,Australia,East,LAN,0,0,False Positive
EVT102240,2025-02-08 06:27:40,192.168.76.76,123.158.47.164,21,53,SSH,107,5828,4904.0,9.88,27,0.567,1,1,0,42.29,SSO,0,Active,Disabled,1,0,0,0,6.28,4.45,None,None,None,Low,N/A,Firewall,Desktop,Windows Server 2019,Safari,Brazil,Central,VPN,0,0,Resolved
EVT101109,2025-01-19 13:52:11,192.168.39.16,192.168.12.223,443,3306,DNS,66,5040,7869.0,25.45,9,1.333,2,1,1,34.43,MFA,0,Active,Updated,1,0,0,0,13.46,19.01,None,None,None,Low,N/A,No_Detection,Desktop,Linux,Chrome,Australia,North,Wi-Fi,0,0,Resolved
EVT104538,2025-03-20 08:26:57,192.168.161.216,192.168.170.133,110,22,UDP,164,1619,2580.0,35.72,27,0.302,2,2,0,34.27,SSO,0,Active,Updated,1,0,0,0,34.19,16.91,None,None,None,Low,N/A,Antivirus,Laptop,macOS,,Germany,North,Mobile Data,0,0,Resolved
EVT100594,2025-01-10 18:45:15,192.168.169.25,192.168.239.153,22,443,FTP,121,3332,12687.0,31.78,26,0.779,1,0,1,12.97,SSO,0,Active,Updated,1,0,0,0,20.62,29.46,None,None,None,Low,N/A,SIEM,Mobile,macOS,Safari,Russia,East,VPN,0,0,False Positive
EVT105115,2025-03-30 10:14:45,192.168.238.191,192.168.64.117,8080,53,HTTPS,88,2457,5879.0,28.62,14,1.952,2,1,1,16.79,Token,0,Active,Updated,0,0,0,0,41.32,22.81,None,None,None,Low,N/A,Firewall,IoT Device,Android,Edge,China,Central,VPN,0,0,Resolved
EVT100553,2025-01-10 02:25:29,192.168.192.224,192.168.40.33,59651,8080,HTTPS,94,7104,8197.0,29.96,15,0.57,0,0,0,25.53,MFA,0,Active,Updated,1,0,0,0,13.68,18.15,None,None,None,Low,N/A,Firewall,Laptop,Windows 11,Edge,Singapore,East,Public Network,0,0,Resolved
EVT105116,2025-03-30 10:43:02,192.168.168.233,192.168.211.208,3306,22,SSH,161,5538,8523.0,38.76,19,0.322,1,1,0,35.4,Password,0,Active,Updated,1,0,0,0,33.39,27.43,None,None,None,Low,N/A,Antivirus,Desktop,Windows 11,Opera,USA,Central,LAN,0,0,Resolved
EVT104755,2025-03-23 23:36:09,192.168.117.31,192.168.19.241,21,53,ICMP,182,5105,5752.0,15.29,30,0.147,1,0,1,53.05,Biometric,0,Active,Updated,1,0,0,0,3.89,18.5,None,None,None,Low,N/A,Firewall,IoT Device,Windows 10,Chrome,South Africa,West,Public Network,0,0,False Positive
EVT101585,2025-01-27 23:34:08,76.180.253.88,157.189.188.7,53,53,HTTP,73,5583,1643.0,71.04,4,1.146,2,2,0,14.24,MFA,0,Active,Updated,0,0,0,0,32.8,22.98,None,None,None,Low,N/A,Antivirus,Server,Windows 10,Edge,France,East,VPN,0,0,Resolved
EVT102761,2025-02-17 20:50:34,101.141.178.145,158.14.31.98,3389,80,HTTPS,104,8949,5617.0,21.67,8,0.838,2,1,1,21.8,Password,0,Active,Updated,1,0,0,0,25.18,18.99,None,None,None,Low,N/A,No_Detection,Server,macOS,Safari,Nigeria,East,Mobile Data,0,0,Resolved
EVT100886,2025-01-15 18:48:50,192.168.123.213,192.168.243.5,80,80,HTTPS,227,1609,968.0,34.38,16,,2,2,0,22.69,Password,0,Active,Updated,1,0,0,0,13.25,33.94,None,None,None,Low,N/A,IDS/IPS,IoT Device,Windows 10,Chrome,South Africa,North,Wi-Fi,0,0,Resolved
EVT102472,2025-02-12 14:41:56,113.87.191.9,192.168.122.254,22,443,FTP,134,3792,4269.0,12.61,33,0.656,1,1,0,24.89,Not_Used,0,Active,Updated,0,0,0,0,0.0,17.48,None,None,None,Low,N/A,No_Detection,Desktop,Windows 10,Edge,,North,Public Network,0,0,Resolved
EVT100286,2025-01-05 21:21:25,192.168.52.53,141.163.138.37,57464,25,HTTP,115,6371,9781.0,21.57,30,0.736,2,1,1,32.51,Token,0,Active,Updated,1,0,0,0,0.0,24.56,None,None,None,Low,N/A,No_Detection,Laptop,Windows 11,Chrome,Canada,North,Wi-Fi,0,0,Resolved
EVT101661,2025-01-29 09:01:37,133.222.111.174,192.168.242.116,25,53,ICMP,147,2717,8078.0,2.96,23,1.093,0,0,0,37.2,MFA,0,Active,Outdated,1,0,0,0,12.3,29.76,None,None,None,Low,N/A,EDR,IoT Device,Android,Firefox,Brazil,West,LAN,0,0,Resolved
EVT103255,2025-02-26 02:56:42,214.138.129.228,192.168.141.84,21,1337,ICMP,692,20894,13658.0,127.52,141,4.232,1,0,1,13.71,MFA,0,Inactive,Outdated,0,0,1,0,69.57,100.0,SQL Injection,SQL Injection,Network,High,Contained,Firewall,Server,macOS,Opera,Japan,West,Wi-Fi,1,0,Resolved
EVT102068,2025-02-05 09:11:52,115.87.32.60,192.168.116.137,443,53,ICMP,187,7860,3686.0,7.12,16,1.309,2,1,1,21.06,Token,0,Misconfigured,Outdated,1,0,0,0,41.07,0.88,None,None,None,Low,N/A,EDR,Desktop,Android,Safari,China,South,VPN,0,0,Resolved
EVT100713,2025-01-12 18:41:13,192.168.191.207,33.189.242.17,80,3306,FTP,147,2445,7400.0,34.86,0,0.935,1,1,0,55.71,MFA,0,Active,Updated,1,0,0,0,15.3,20.11,None,None,None,Low,N/A,Firewall,Desktop,Windows Server 2019,Edge,China,West,VPN,0,0,Resolved
EVT102419,2025-02-11 09:10:08,192.168.80.246,168.123.213.78,8080,53,UDP,100,12388,6874.0,48.56,28,0.02,1,0,1,13.95,Not_Used,0,Active,Updated,1,0,0,0,6.69,20.42,None,None,None,Low,N/A,Antivirus,Server,Linux,Firefox,USA,North,VPN,0,0,Resolved
EVT102831,2025-02-19 00:24:09,87.131.58.160,192.168.197.84,38666,110,FTP,219,4407,6388.0,35.62,33,0.57,2,1,1,43.89,Biometric,0,Active,Updated,1,0,0,0,37.98,36.74,None,None,None,Low,N/A,Firewall,Server,Linux,Edge,France,North,VPN,0,0,Resolved
EVT100738,2025-01-13 04:04:09,25.5.65.152,200.14.227.18,8080,22,DNS,50,5680,3247.0,61.78,26,0.789,2,1,1,23.97,Not_Used,0,Active,Updated,1,0,0,0,24.61,13.6,None,None,None,Low,N/A,Antivirus,IoT Device,iOS,Unknown,USA,North,Mobile Data,0,0,False Positive
EVT105015,2025-03-28 17:33:36,61.38.224.123,192.168.62.134,443,21,TCP,250,4024,5090.0,25.79,29,0.739,3,2,1,18.32,MFA,0,Inactive,Updated,0,1,0,0,24.23,21.97,None,None,None,Low,N/A,Firewall,Desktop,macOS,Firefox,Brazil,North,Mobile Data,0,0,Resolved
EVT105033,2025-03-29 00:23:10,192.168.186.230,192.168.121.135,8328,22,HTTP,194,3166,1172.0,13.44,21,1.096,2,1,1,23.55,SSO,0,Active,Updated,1,0,0,0,14.44,26.12,None,None,None,Low,N/A,No_Detection,Laptop,macOS,Unknown,Japan,Central,Public Network,0,0,False Positive
EVT101802,2025-01-31 19:59:48,192.168.117.210,117.99.68.184,3306,8080,HTTP,134,673,7124.0,28.46,10,0.705,1,0,1,53.32,Password,0,Active,Updated,1,0,0,0,3.46,13.02,None,None,None,Low,N/A,No_Detection,Laptop,Windows 10,Firefox,Japan,North,Public Network,0,0,Resolved
EVT103713,2025-03-05 15:43:20,192.168.123.109,103.139.197.163,59114,53,TCP,157,6278,3826.0,56.01,40,0.823,1,0,1,24.44,Biometric,0,Misconfigured,Updated,0,0,0,0,11.48,18.95,None,None,None,Low,N/A,Antivirus,Tablet,Linux,Firefox,France,East,LAN,0,0,Resolved
EVT104159,2025-03-13 22:10:52,100.172.219.191,192.168.250.87,25,53,HTTPS,170,7991,3517.0,9.02,30,0.107,1,0,1,53.47,MFA,0,Active,Updated,1,0,0,0,25.56,16.91,None,None,None,Low,N/A,Firewall,Laptop,Linux,Unknown,Russia,East,LAN,0,0,False Positive
EVT102088,2025-02-05 16:31:56,93.123.39.171,180.247.163.13,25,80,HTTP,180,2595,12595.0,53.39,40,1.676,1,0,1,23.44,Not_Used,0,Active,Updated,0,0,0,0,0.0,11.96,None,None,None,Low,N/A,Firewall,Server,Android,Opera,Nigeria,West,VPN,0,0,Resolved
EVT103123,2025-02-24 00:02:39,192.168.93.43,81.181.208.220,21,21,SSH,136,7651,1160.0,22.94,30,0.858,2,2,0,41.85,Not_Used,0,Active,Updated,0,0,0,0,28.94,16.56,None,None,None,Low,N/A,Firewall,Desktop,Windows 11,Edge,Germany,North,Public Network,0,0,False Positive
EVT102006,2025-02-04 06:56:28,84.69.33.30,86.224.88.59,65532,53,TCP,153,6487,2746.0,39.74,5,0.641,1,0,1,50.34,Biometric,0,Active,Updated,1,0,0,0,21.49,6.96,None,None,None,Low,N/A,Firewall,Server,Windows 11,Safari,China,South,Mobile Data,0,0,Resolved
EVT102336,2025-02-09 19:53:53,50.2.49.175,192.168.138.125,110,25,TCP,115,7141,2475.0,44.8,21,0.584,1,0,1,35.37,Not_Used,0,Active,Outdated,0,0,0,0,0.0,20.94,None,None,None,Low,N/A,Firewall,IoT Device,Android,Unknown,Germany,South,Mobile Data,0,0,False Positive
EVT101530,2025-01-26 23:34:42,192.168.222.214,192.168.228.181,8080,8080,ICMP,154,3937,3004.0,42.34,18,0.698,1,1,0,18.82,Password,0,Active,Outdated,1,0,0,0,28.41,0.0,None,None,None,Low,N/A,Firewall,Mobile,Android,Opera,USA,North,VPN,0,0,False Positive
EVT102110,2025-02-05 22:31:20,138.225.179.44,192.168.9.73,8080,110,ICMP,65,2579,7675.0,47.45,10,,1,0,1,40.45,Biometric,0,Inactive,Updated,1,0,0,0,20.55,17.6,None,None,None,Low,N/A,Antivirus,Server,Windows 10,Chrome,Brazil,Central,Wi-Fi,0,0,Resolved
EVT101989,2025-02-03 23:00:25,192.168.249.194,64.4.7.134,80,53,TCP,262,4591,2402.0,0.62,32,0.88,2,1,1,19.9,Token,0,Active,Outdated,1,0,0,0,40.52,28.84,None,None,None,Low,N/A,Firewall,Desktop,macOS,Unknown,Singapore,North,VPN,0,0,Resolved
